buildings,production_method_groups,production_methods,type,required_construction,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art,elgar_music,manzoni_prints,elgar_instruments,good_uranium,bauxite,alloys,copper,commonores,advancedores,rare_earths,aluminium,plastics,light_fuel,lubricant,heavy_fuel,copperwires,batteries,electroniccomponents,processors,homeappliances,televisions,computer,robotics,water,pharmaceuticals,gas,civil_planes,space_assets,raw_data,organized_data,business_data,telecommunications,softwares,interactive_entertainment,cosmetics,on_demand_goods,ai_systems,androids,global_electricity
building_arms_industry,pmg_automation_building_arms_industry,pm_assembly_lines_building_arms_industry,automation,construction_cost_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,
building_arms_industry,pmg_automation_building_arms_industry,pm_advanced_assembly_lines_building_arms_industry,automation,construction_cost_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-2,,,,,,,,,,,,,,,,
building_arms_industry,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_arms_industry,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_arms_industry,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_arms_industry,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_arms_industry,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_arms_industry,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_art_academy,pmg_base_building_art_academy,pm_traditional_art,base,construction_cost_medium,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_base_building_art_academy,pm_realist_art,base,construction_cost_medium,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_base_building_art_academy,pm_photographic_art,base,construction_cost_medium,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_base_building_art_academy,pm_film_art,base,construction_cost_medium,,,,,,,,,,,,,,,-15,,,-5,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_base_building_art_academy,pm_pop_art,base,construction_cost_medium,,,,,,,,,,,,,,,-8,,,-5,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,12,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_base_building_art_academy,pm_digital_art,base,construction_cost_medium,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,-8,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,-5,,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_traditional_patronage,ownership,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_bourgeoisie_patronage,ownership,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_independent_artists,ownership,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_principle_freedom_of_movement_3,pm_principle_freedom_of_movement_3,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_principle_freedom_of_movement_3,pm_freedom_of_movement_no_effect,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry,pm_manual_data_reporting_light_industry,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry,pm_manual_data_optimization_light_industry,other,construction_cost_medium,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry,pm_digital_data_optimization_light_industry,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-3,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry,pm_digital_data_on_premises_light_industry,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-3,,-1,,,,,,
building_art_academy,pmg_data_optimization_light_industry,pm_internet_data_reporting_light_industry,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,-4,-2,-3,,,,,,
building_art_academy,pmg_data_optimization_light_industry,pm_internet_data_optimization_light_industry,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,12,,-6,-5,-4,,,,,,
building_artillery_foundry,pmg_foundries,pm_cannons,base,construction_cost_high,,,25,,,,,,,,,,,,,,,,,,,,,,,-10,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_foundries,pm_smoothbores,base,construction_cost_high,,,45,,,,,,,,,,,,,,,,,,,,,,,-20,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_foundries,pm_breech_loaders,base,construction_cost_high,,,65,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,-20,,,-10,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_foundries,pm_recoiled_barrels,base,construction_cost_high,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30,,,-20,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_foundries,pm_mobile_artillery,base,construction_cost_high,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35,,,-20,,,,,,,,,,,,,,,,,,,,,,,,-12,,,,,,-10,,-5,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_automation_building_arms_industry,pm_automation_disabled,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_automation_building_arms_industry,pm_rotary_valve_engine_building_arms_industry,automation,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_automation_building_arms_industry,pm_assembly_lines_building_arms_industry,automation,construction_cost_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_automation_building_arms_industry,pm_advanced_assembly_lines_building_arms_industry,automation,construction_cost_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-2,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_automotive_industry,pmg_automobile_production,pm_automobile_production,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,-10,,,,,,,,,,,,,,,,25,,,,,,,,,,,,-5,,,,,,,-8,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_mass_automobile_production,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,-20,,,,,,,,,,,,,,,,40,,,,,,,,,,,,-10,,,,,,,-15,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_modern_vehicles_production,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,-5,,-25,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,-10,,-15,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_hybrid_vehicles_production,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,-5,,-35,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,-20,,-10,,,,,-5,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_smart_vehicles_production,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,-5,,-40,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,-25,,-10,,,,,,-5,,,,,,,,,,,,,,-5,,,,,,
building_automotive_industry,pmg_automobile_production,pm_electric_vehicles_production,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,-20,,,,,-5,,,,,,-5,,-30,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,-25,,,,,,,,-10,,,,,,,,,,,,,,-5,,,,,,
building_automotive_industry,pmg_tanks,pm_no_tank_production,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_tanks,pm_tank_production,refining,construction_cost_very_high,,,-10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_tanks,pm_second_gen_tank_production,refining,construction_cost_very_high,,,-10,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,,,-15,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_tanks,pm_third_gen_tank_production,refining,construction_cost_very_high,,,-10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,,,,,,,,,,,,,,,-15,,,,,,,,,,,,-12,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_automation_disabled,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_assembly_lines_building_automotive_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_advanced_assembly_lines_building_automotive_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-2,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_robotic_building_automotive_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,-1,,,,-3,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_iot_building_automotive_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,-3,,,,,,,,,-5,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,default_building_banana_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,automatic_irrigation_building_banana_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,advanced_plantation_methods_building_banana_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,-5,,-5,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,drone_assisted_agriculture_building_banana_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,-20,,,-10,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-8,,,,,,,
building_banana_plantation,pmg_banana_exploitation,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_banana_exploitation,slave_exploitation_banana,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_banana_exploitation,worker_exploitation_banana,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_train_automation_building_banana_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_train_automation_building_banana_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_train_automation_building_banana_plantation,pm_multiway_transport_plantation,automation,construction_cost_low,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-3,,,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,-3,,-1,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-4,-1,-3,,,,,,
building_barrack,pmg_training,pm_no_organization,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_general_training,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_advanced_tactics_training,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_training_streamlining,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_nco_incorporation,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_mobile_warfare_tactics,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_network_centric_warfare,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_batteries,pm_voltaic_pile,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-10,-15,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_batteries,pm_lead_acid_battery,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,-15,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,-10,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_batteries,pm_alkaline_battery,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-10,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,-10,,,,-15,,,,,95,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_batteries,pm_lithium_battery,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,-10,-20,,-15,,,,,110,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_fuel_cell,pm_no_fuel_cell,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_fuel_cell,pm_alkaline_fuel_cell,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-5,,,,,,,,35,,,,,,,-10,,-15,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_fuel_cell,pm_pem_fuel_cell,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,-5,,,,,50,,,,,,,-15,,-15,,,,,,,,,,,,,
building_battery_plant,pmg_automation_building_battery_plant,pm_automation_disabled,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_automation_building_battery_plant,pm_watertube_boiler_building_electronics_plant,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_automation_building_battery_plant,pm_rotary_valve_engine_building_electronics_plant,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
