buildings,production_method_groups,production_methods,type,required_construction,advancedores,aeroplanes,ai_systems,alloys,aluminium,ammunition,androids,artillery,automobiles,batteries,bauxite,business_data,civil_planes,clippers,clothes,coal,coffee,commonores,computer,copper,copperwires,cosmetics,dye,electricity,electroniccomponents,elgar_instruments,elgar_music,engines,explosives,fabric,fertilizer,fine_art,fish,fruit,furniture,gas,glass,global_electricity,gold,good_uranium,grain,groceries,hardwood,heavy_fuel,homeappliances,interactive_entertainment,iron,ironclads,lead,light_fuel,liquor,lubricant,luxury_clothes,luxury_furniture,manowars,manzoni_prints,meat,merchant_marine,oil,on_demand_goods,opium,organized_data,paper,pharmaceuticals,plastics,porcelain,processors,radios,rare_earths,raw_data,robotics,rubber,services,silk,small_arms,softwares,space_assets,steamers,steel,sugar,sulfur,tanks,tea,telecommunications,telephones,televisions,tobacco,tools,transportation,water,wine,wood
building_art_academy,pmg_base_building_art_academy,pm_ai_assisted_art,labor_saving,construction_cost_medium,,,-5,,,,,,,,,,,,,,,,-3,,,,,-10,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_traditional_patronage,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_bourgeoisie_patronage,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_independent_artists,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_principle_freedom_of_movement_3,pm_principle_freedom_of_movement_3,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_principle_freedom_of_movement_3,pm_freedom_of_movement_no_effect,upgrade,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry_no_shopkeepers,pm_manual_data_reporting_light_industry,labor_saving,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry_no_shopkeepers,pm_manual_data_optimization_light_industry,labor_saving,construction_cost_medium,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry_no_shopkeepers,pm_digital_data_optimization_light_industry,labor_saving,construction_cost_medium,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry_no_shopkeepers,pm_digital_data_on_premises_light_industry,labor_saving,construction_cost_medium,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-1,,,,,,,,,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry_no_shopkeepers,pm_internet_data_reporting_light_industry_no_shopkeepers,labor_saving,construction_cost_medium,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,-3,,,,,,,,-2,,,,,,,,
building_art_academy,pmg_data_optimization_light_industry_no_shopkeepers,pm_internet_data_optimization_light_industry_no_shopkeepers,labor_saving,construction_cost_medium,,,-2,,,,,,,,,-6,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,-4,,,,,,,,-5,,,,,,,,
building_artillery_foundry,pmg_foundries,pm_cannons,upgrade,construction_cost_high,,,,,,,,25,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_foundries,pm_smoothbores,upgrade,construction_cost_high,,,,-5,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_foundries,pm_breech_loaders,upgrade,construction_cost_high,,,,-5,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,-10,,,,
building_artillery_foundry,pmg_foundries,pm_recoiled_barrels,upgrade,construction_cost_high,,,,-10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,-30,,,,,,,,,-20,,,,
building_artillery_foundry,pmg_foundries,pm_mobile_artillery,upgrade,construction_cost_high,,,,-12,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,-10,,,,,,,,,,,,,,-35,,,,,,,,,-20,,,,
building_artillery_foundry,pmg_automation_building_arms_industry,pm_automation_disabled,labor_saving,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_automation_building_arms_industry,pm_rotary_valve_engine_building_arms_industry,labor_saving,construction_cost_high,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_automation_building_arms_industry,pm_assembly_lines_building_arms_industry,labor_saving,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_automation_building_arms_industry,pm_advanced_assembly_lines_building_arms_industry,labor_saving,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,-3,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_manual_data_reporting_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_manual_data_optimization_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_digital_data_optimization_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_digital_data_on_premises_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,-1,,,,,,,,,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_internet_data_reporting_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,-3,,,,,,,,-2,,,,,,,,
building_artillery_foundry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_internet_data_algorithmic_dispatch_heavy_industry,labor_saving,construction_cost_high,,,-6,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,-2,,,,,,,,-4,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_automobile_production,upgrade,construction_cost_very_high,,,,-5,,,,,25,,,,,,,,,,,,-5,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_mass_automobile_production,upgrade,construction_cost_very_high,,,,-10,,,,,40,,,,,,,,,,,,-5,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_modern_vehicles_production,upgrade,construction_cost_very_high,,,,,-10,,,,50,,,,,,,,,,,,-5,,-5,,,,,-25,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_hybrid_vehicles_production,upgrade,construction_cost_very_high,,,,,-20,,,,65,,,,,,,,,,,,,,-5,,-5,,,-35,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_smart_vehicles_production,upgrade,construction_cost_very_high,,,,,-25,,,,90,,,,,,,,,,,,,,-5,,,,,-40,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,-5,,,,,-5,,,,-5,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automobile_production,pm_electric_vehicles_production,upgrade,construction_cost_very_high,,,,,-25,,,,90,,,,,,,,,,,,,,-5,-20,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,-5,,,,-5,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_tanks,pm_no_tank_production,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_tanks,pm_tank_production,balance,construction_cost_very_high,,,,,,,,-10,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,40,,,,,,,,,,
building_automotive_industry,pmg_tanks,pm_second_gen_tank_production,balance,construction_cost_very_high,,,,-8,,,,-10,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,,,60,,,,,,,,,,
building_automotive_industry,pmg_tanks,pm_third_gen_tank_production,balance,construction_cost_very_high,-5,,,-12,,,,-10,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26,,,70,,,,,,,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_automation_disabled,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_assembly_lines_building_automotive_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_advanced_assembly_lines_building_automotive_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,-3,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_robotic_building_automotive_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,-1,,,,-3,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_automation_building_automotive_industry,pm_iot_building_automotive_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,-3,,,,,,,,,,,,,-5,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_manual_data_reporting_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_manual_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_digital_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_digital_data_on_premises_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,-1,,,,,,,,,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_internet_data_reporting_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,-3,,,,,,,,-2,,,,,,,,
building_automotive_industry,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_internet_data_algorithmic_dispatch_heavy_industry,labor_saving,construction_cost_very_high,,,-6,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,-2,,,,,,,,-4,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,default_building_banana_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,automatic_irrigation_building_banana_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,advanced_plantation_methods_building_banana_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,-5,,,120,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,drone_assisted_agriculture_building_banana_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-20,,,-10,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,-8,,,,,,,,
building_banana_plantation,pmg_banana_exploitation,default_labour,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_banana_exploitation,slave_exploitation_banana,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_banana_exploitation,worker_exploitation_banana,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_train_automation_building_banana_plantation,pm_road_carts,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_train_automation_building_banana_plantation,pm_steam_rail_transport,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,
building_banana_plantation,pmg_train_automation_building_banana_plantation,pm_multiway_transport_plantation,labor_saving,construction_cost_low,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,
building_banana_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_internet_data_reporting_primary_sector_no_shopkeepers,labor_saving,construction_cost_low,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_battery_plant,pmg_base_building_batteries,pm_voltaic_pile,upgrade,construction_cost_very_high,,,,-5,,,,,,50,,,,,,,,-15,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,
building_battery_plant,pmg_base_building_batteries,pm_lead_acid_battery,upgrade,construction_cost_very_high,,,,-5,,,,,,75,,,,,,,,-10,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,
building_battery_plant,pmg_base_building_batteries,pm_alkaline_battery,upgrade,construction_cost_very_high,,,,-15,,,,,,95,,,,,,,,-10,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,-20,,,,,,,,,,,
building_battery_plant,pmg_base_building_batteries,pm_lithium_battery,upgrade,construction_cost_very_high,-5,,,-25,,,,,,110,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_fuel_cell,pm_no_fuel_cell,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_base_building_fuel_cell,pm_alkaline_fuel_cell,upgrade,construction_cost_very_high,-5,,,,,,,,,35,,,,,,,,-5,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,
building_battery_plant,pmg_base_building_fuel_cell,pm_pem_fuel_cell,upgrade,construction_cost_very_high,-5,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,-15,,
building_battery_plant,pmg_automation_building_battery_plant,pm_automation_disabled,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_automation_building_battery_plant,pm_watertube_boiler_building_electronics_plant,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_battery_plant,pmg_automation_building_battery_plant,pm_rotary_valve_engine_building_electronics_plant,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_battery_plant,pmg_automation_building_battery_plant,pm_assembly_lines_building_electronics_plant,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_battery_plant,pmg_automation_building_battery_plant,pm_robotic_building_battery_plant,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,-1,,,,-3,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_automation_building_battery_plant,pm_iot_building_battery_plant,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,-3,,,,,,,,,,,,,-5,,,,,,,,
building_battery_plant,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_manual_data_reporting_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_manual_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_digital_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_battery_plant,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_digital_data_on_premises_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,-1,,,,,,,,,,,,,,,,
building_battery_plant,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_internet_data_reporting_heavy_industry_no_shopkeepers,labor_saving,construction_cost_very_high,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,-3,,,,,,,,-2,,,,,,,,
building_battery_plant,pmg_data_optimization_heavy_industry_no_shopkeepers,pm_internet_data_optimization_heavy_industry_no_shopkeepers,labor_saving,construction_cost_very_high,,,-2,,,,,,,,,-6,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,-4,,,,,,,,-5,,,,,,,,
building_bauxite_mine,pmg_mining_equipment_building_bauxite_mine,pm_picks_and_shovels_building_bauxite_mine,upgrade,construction_cost_high,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_bauxite_mine,pmg_mining_equipment_building_bauxite_mine,pm_atmospheric_engine_pump_building_bauxite_mine,upgrade,construction_cost_high,,,,,,,,,,,40,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,
building_bauxite_mine,pmg_mining_equipment_building_bauxite_mine,pm_condensing_engine_pump_building_bauxite_mine,upgrade,construction_cost_high,,,,,,,,,,,60,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,
building_bauxite_mine,pmg_mining_equipment_building_bauxite_mine,pm_diesel_pump_building_bauxite_mine,upgrade,construction_cost_high,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,
building_bauxite_mine,pmg_mining_equipment_building_bauxite_mine,pm_electric_fueled_pump_building_bauxite_mine,upgrade,construction_cost_high,,,,,,,,,,,105,,,,,,,,,,,,,-5,-2,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,
